package,keyword
lvimp,variable importance
MachineShop,variable importance
metaforest,variable importance
miceRanger,variable importance
mmodely,variable importance
modelDown,variable importance
modEvA,variable importance
ModTools,variable importance
moreparty,variable importance
morepls,variable importance
MulvariateRandomForestVarImp,variable importance
NeuralNetTools,variable importance
NOVA,variable importance
ordinalForest,variable importance
poolVIM,variable importance
prettyglm,variable importance
psre,variable importance
randomForestExplainer,variable importance
randomForestSRC,variable importance
randomForestVIP,variable importance
randomUniformForest,variable importance
ranktreeEnsemble,variable importance
regRSM,variable importance
RFlocalfdr,variable importance
Rforestry,variable importance
rfVarImpOOB,variable importance
rfvimptest,variable importance
ScottKnottESD,variable importance
semtree,variable importance
sensitivity,variable importance
shadowVIMP,variable importance
SOIL,variable importance
sperrorest,variable importance
SSDM,variable importance
steprf,variable importance
survML,variable importance
targeted,variable importance
tornado,variable importance
varImp,variable importance
veesa,variable importance
vimp,variable importance
vimpclust,variable importance
VIMPS,variable importance
vip,variable importance
vivid,variable importance
vivo,variable importance
mixopt,variable optimization
sparsepca,variable projection
AutoScore,variable ranking
carbondate,variable rate
AQLSchemes,variable sampling
wsrf,variable sampling
bravo,variable screening
Information,variable screening
LqG,variable screening
RaSEn,variable screening
spareg,variable screening
VariableScreening,variable screening
BAS,variable selection
basad,variable selection
Bayenet,variable selection
BayesS5,variable selection
bgms,variable selection
BoomSpikeSlab,variable selection
BVSNLP,variable selection
geommc,variable selection
marble,variable selection
mBvs,variable selection
NGBVS,variable selection
PEPBVS,variable selection
pogit,variable selection
pqrBayes,variable selection
ptycho,variable selection
roben,variable selection
spikeSlabGAM,variable selection
spinBayes,variable selection
ssifs,variable selection
SSVS,variable selection
varbvs,variable selection
VsusP,variable selection
MVOPR,variable selection
robustlm,variable selection
geeVerse,variable selection
QuantRegGLasso,variable selection
SuRF.vs,variable selection
CAST,variable selection
CIS.DGLM,variable selection
My.stepwise,variable selection
StepGWR,variable selection
stepPlr,variable selection
BayesPieceHazSelect,variable selection
BGVAR,variable selection
zic,variable selection
FastCUB,variable selection
absorber,variable selection
ADVICE,variable selection
AHM,variable selection
ALassoSurvIC,variable selection
ARGOS,variable selection
AteMeVs,variable selection
auxvecLASSO,variable selection
bama,variable selection
BayesSUR,variable selection
BayesVarSel,variable selection
bestridge,variable selection
BinaryEMVS,variable selection
binda,variable selection
binomialRF,variable selection
blorr,variable selection
BMA,variable selection
BMIselect,variable selection
BNSP,variable selection
bolasso,variable selection
booami,variable selection
Brq,variable selection
care,variable selection
carSurv,variable selection
catch,variable selection
CIpostSelect,variable selection
clustvarsel,variable selection
cmenet,variable selection
CNVreg,variable selection
coda4microbiome,variable selection
colocboost,variable selection
CompositionalML,variable selection
CoxICPen,variable selection
creditmodel,variable selection
csmpv,variable selection
ctmle,variable selection
dcorVS,variable selection
dCUR,variable selection
depcoeff,variable selection
didec,variable selection
dlbayes,variable selection
dtlg,variable selection
DTRlearn2,variable selection
dynaTree,variable selection
elasso,variable selection
emBayes,variable selection
epilogi,variable selection
fake,variable selection
fastTS,variable selection
FindIt,variable selection
FKmL,variable selection
flevr,variable selection
FOCI,variable selection
FORD,variable selection
fsemipar,variable selection
fuseMLR,variable selection
gfiUltra,variable selection
GhostKnockoff,variable selection
GlarmaVarSel,variable selection
glmmLasso,variable selection
glmmPen,variable selection
glmvsd,variable selection
Gmisc,variable selection
GPLTR,variable selection
GWASinlps,variable selection
GWLelast,variable selection
GWRLASSO,variable selection
hdcuremodels,variable selection
HDJM,variable selection
HiDimDA,variable selection
hrqglas,variable selection
hsstan,variable selection
iBST,variable selection
icmm,variable selection
interep,variable selection
jointVIP,variable selection
kko,variable selection
klaR,variable selection
kNNvs,variable selection
knockoff,variable selection
kosel,variable selection
KPC,variable selection
KSPM,variable selection
LDATree,variable selection
LINselect,variable selection
LRQVB,variable selection
mcb,variable selection
MEGB,variable selection
miclust,variable selection
milr,variable selection
miselect,variable selection
MLGL,variable selection
MRAM,variable selection
MTE,variable selection
MultANOVA,variable selection
MultiGlarmaVarSel,variable selection
MUVR2,variable selection
NBLDA,variable selection
NBtsVarSel,variable selection
nlnet,variable selection
OHPL,variable selection
olsrr,variable selection
OPTS,variable selection
PanCanVarSel,variable selection
parameters,variable selection
penalizedclr,variable selection
penPHcure,variable selection
pgee.mixed,variable selection
PJFM,variable selection
plsgenomics,variable selection
PLSiMCpp,variable selection
plsmselect,variable selection
plsVarSel,variable selection
PReMiuM,variable selection
probe,variable selection
ProSGPV,variable selection
prototest,variable selection
pseudoCure,variable selection
quantregGrowth,variable selection
regnet,variable selection
rope,variable selection
rpc,variable selection
rqPen,variable selection
rQSAR,variable selection
RsqMed,variable selection
sahpm,variable selection
scorecard,variable selection
ScreenClean,variable selection
sda,variable selection
SDMtune,variable selection
sdPrior,variable selection
sealasso,variable selection
SelectBoost,variable selection
SelectBoost.beta,variable selection
SelectBoost.gamlss,variable selection
shrinkGPR,variable selection
SignifReg,variable selection
simBKMRdata,variable selection
SIMEXBoost,variable selection
SIRthresholded,variable selection
SIS,variable selection
smbinning,variable selection
smoothic,variable selection
sNPLS,variable selection
sodavis,variable selection
SoftBart,variable selection
SOIL,variable selection
sparseGFM,variable selection
sparseR,variable selection
sparsevb,variable selection
SpatialVS,variable selection
spatstat,variable selection
spatstat.linnet,variable selection
spikeslab,variable selection
SplitKnockoff,variable selection
splmm,variable selection
springer,variable selection
SPSP,variable selection
stabiliser,variable selection
StabilizedRegression,variable selection
stabs,variable selection
stepgbm,variable selection
stepPenal,variable selection
StepReg,variable selection
steprf,variable selection
stmgp,variable selection
STOPES,variable selection
SubgrpID,variable selection
SurvHiDim,variable selection
survival.svb,variable selection
susieR,variable selection
swa,variable selection
TFRE,variable selection
tilting,variable selection
TimeVarConcurrentModel,variable selection
tools4uplift,variable selection
TRexSelector,variable selection
TSGSIS,variable selection
TSMCP,variable selection
uotm,variable selection
VARSELECTEXPOSURE,variable selection
varSelRF,variable selection
varycoef,variable selection
VBMS,variable selection
VBsparsePCA,variable selection
VICatMix,variable selection
vimpclust,variable selection
visaOTR,variable selection
vscc,variable selection
vsmi,variable selection
VSURF,variable selection
WLogit,variable selection
greybox,variable selection
VTShiny,variance analysis
BGmisc,variance components
dsb,variance components
EpiTest,variance components
kangar00,variance components
krm,variance components
lmeInfo,variance components
LMMsolver,variance components
minque,variance components
MM4LMM,variance components
mvMAPIT,variance components
npmlreg,variance components
QTL.gCIMapping,variance components
Rgbp,variance components
robustvarComp,variance components
saeMSPE,variance components
SEAGLE,variance components
VCA,variance components
vcpen,variance components
ACEt,variance components
cccrm,variance components
dmm,variance components
ELmethodVar,variance components
gageRR,variance components
gconsensus,variance components
gemma2,variance components
GSMX,variance components
hierfstat,variance components
ICC,variance components
iccCounts,variance components
infoDecompuTE,variance components
LMMELSM,variance components
mvctm,variance components
NAM,variance components
PCADSC,variance components
PH1XBAR,variance components
PracTools,variance components
ProbBreed,variance components
qrLMM,variance components
qrNLMM,variance components
QTLRel,variance components
RLRsim,variance components
rMVP,variance components
TripleR,variance components
bvartools,variance decomposition
gmvarkit,variance decomposition
vars,variance decomposition
makemyprior,variance decomposition
ridgetorus,variance decomposition
Glarmadillo,variance estimation
covKCD,variance estimation
covRobust,variance estimation
CovTools,variance estimation
face,variance estimation
FarmTest,variance estimation
intrinsicFRP,variance estimation
mfaces,variance estimation
MVT,variance estimation
robustmatrix,variance estimation
sparseEigen,variance estimation
SpTe2M,variance estimation
tensr,variance estimation
TVMVP,variance estimation
UNPaC,variance estimation
natural,variance estimation
varEst,variance estimation
MAVE,variance estimation
jackknifeR,variance estimation
robumeta,variance estimation
bootsurv,variance estimation
cjbart,variance estimation
convey,variance estimation
curephEM,variance estimation
DACF,variance estimation
deltatest,variance estimation
dsm,variance estimation
EHRmuse,variance estimation
emdi,variance estimation
eventglm,variance estimation
GB2,variance estimation
gustave,variance estimation
LPsmooth,variance estimation
MRStdCRT,variance estimation
mzipmed,variance estimation
nbpInference,variance estimation
PSW,variance estimation
RSSampling,variance estimation
SurrogateTest,variance estimation
svycoxme,variance estimation
vardpoor,variance estimation
geesmv,variance estimators
geex,variance estimators
hce,variance estimators
mase,variance estimators
RIIM,variance estimators
rqlm,variance estimators
beeca,variance estimators
clubSandwich,variance estimators
CoxBcv,variance estimators
fANCOVA,variance estimators
gustave,variance estimators
nilsier,variance estimators
ORTH.Ord,variance estimators
sampling,variance estimators
samplingVarEst,variance estimators
CJAMP,variance explained
DPI,variance explained
fdadensity,variance explained
hibayes,variance explained
mifa,variance explained
mlmhelpr,variance explained
mlmpower,variance explained
olr,variance explained
PCAmatchR,variance explained
PhenotypeSimulator,variance explained
pleioh2g,variance explained
changepointsVar,variance functions
frailtySurv,variance functions
VFP,variance functions
EQL,variance functions
geeM,variance functions
monreg,variance functions
rsq,variance functions
RoBTT,variance heterogeneity
ClassificationEnsembles,variance inflation
collinear,variance inflation
compindexR,variance inflation
MTest,variance inflation
NumericEnsembles,variance inflation
quickregression,variance inflation
randomForestVIP,variance inflation
ridgregextra,variance inflation
rvif,variance inflation
svydiags,variance inflation
KRMM,variance parameters
makemyprior,variance parameters
semsfa,variance parameters
SHELF,variance parameters
Reacnorm,variance partition
socialSim,variance partition
PPCI,variance ratio
tsvr,variance ratio
vrtest,variance ratio
BTdecayLasso,variance reduction
flap,variance reduction
LSMonteCarlo,variance reduction
VarRedOpt,variance reduction
acepack,variance stabilization
haarfisz,variance stabilization
MVR,variance stabilization
vstdct,variance stabilization
sctransform,variance stabilizing transformation
lmeInfo,variance structure
asympTest,variance test
DMtest,variance test
MVET,variance test
RcmdrPlugin.UCA,variance test
robusTest,variance test
GMMAT,variant analysis
jacpop,variant analysis
varitas,variant analysis
polyRAD,variant calling
RADstackshelpR,variant calling
ebGenotyping,variant detection
ssw,variant detection
gsalib,variant discovery
foreSIGHT,variation and change
GWI,variation index
rdacca.hp,variation partitioning
upset.hp,variation partitioning
modEvA,variation partitioning
rNeighborGWAS,variation partitioning
sjSDM,variation partitioning
HDJM,variational approximations
PJFM,variational approximations
rstan,variational approximations
VBel,variational approximations
DEBBI,variational approximations
gllvm,variational approximations
vagam,variational approximations
VAJointSurv,variational approximations
varbvs,variational approximations
bgsmtr,variational bayes
densEstBayes,variational bayes
gamselBayes,variational bayes
cosimmr,variational bayes
PosteriorBootstrap,variational bayes
RcppDPR,variational bayes
SANvi,variational bayes
survregVB,variational bayes
VBLPCM,variational bayes
VBphenoR,variational bayes
CMF,variational bayesian
iClusterVB,variational bayesian
LRQVB,variational bayesian
sparsevb,variational bayesian
variationalDCM,variational bayesian
VBMS,variational bayesian
VBsparsePCA,variational bayesian
VICatMix,variational bayesian
VIGoR,variational bayesian
viking,variational bayesian
blockmodels,variational em
emIRT,variational em
GFM,variational em
mixedMem,variational em
CHMM,variational inference
essHist,variational inference
footBayes,variational inference
LBBNN,variational inference
lolog,variational inference
mixdir,variational inference
NetMix,variational inference
poismf,variational inference
sanba,variational inference
shrinkGPR,variational inference
survival.svb,variational inference
tfprobability,variational inference
varbvs,variational inference
VBphenoR,variational inference
vglmer,variational inference
